ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2017-08-02 00:00:00+00:00,35,1,24842,2475.0,2476.0,2463.25,2472.25,1285553,ES.v.0
2017-08-03 00:00:00+00:00,35,1,24842,2472.25,2474.5,2466.0,2469.0,1077757,ES.v.0
2017-08-04 00:00:00+00:00,35,1,24842,2468.75,2477.75,2467.75,2471.5,1046737,ES.v.0
2017-08-06 00:00:00+00:00,35,1,24842,2472.25,2473.75,2472.0,2473.25,5102,ES.v.0
2017-08-07 00:00:00+00:00,35,1,24842,2473.25,2478.25,2473.0,2476.75,586202,ES.v.0
2017-08-08 00:00:00+00:00,35,1,24842,2476.75,2488.5,2466.25,2467.25,1372065,ES.v.0
2017-08-09 00:00:00+00:00,35,1,24842,2467.25,2474.5,2459.0,2471.5,1530315,ES.v.0
2017-08-10 00:00:00+00:00,35,1,24842,2471.5,2472.5,2432.75,2436.5,2302236,ES.v.0
2017-08-11 00:00:00+00:00,35,1,24842,2436.5,2446.5,2430.25,2440.75,1622911,ES.v.0
2017-08-13 00:00:00+00:00,35,1,24842,2441.5,2447.25,2441.5,2446.75,15809,ES.v.0
2017-08-14 00:00:00+00:00,35,1,24842,2446.75,2468.5,2446.5,2467.5,1455572,ES.v.0
2017-08-15 00:00:00+00:00,35,1,24842,2467.75,2473.25,2460.0,2462.5,1041018,ES.v.0
2017-08-16 00:00:00+00:00,35,1,24842,2462.5,2474.0,2461.75,2464.0,1128917,ES.v.0
2017-08-17 00:00:00+00:00,35,1,24842,2463.75,2468.5,2423.75,2426.75,2216296,ES.v.0
2017-08-18 00:00:00+00:00,35,1,24842,2426.75,2439.5,2419.5,2425.0,2154426,ES.v.0
2017-08-20 00:00:00+00:00,35,1,24842,2428.75,2431.5,2427.25,2429.0,17528,ES.v.0
2017-08-21 00:00:00+00:00,35,1,24842,2429.0,2429.75,2415.75,2429.25,1310395,ES.v.0
2017-08-22 00:00:00+00:00,35,1,24842,2429.5,2454.75,2429.25,2453.0,1349130,ES.v.0
2017-08-23 00:00:00+00:00,35,1,24842,2453.0,2453.25,2435.25,2436.25,1236412,ES.v.0
2017-08-24 00:00:00+00:00,35,1,24842,2436.25,2449.0,2434.5,2442.0,1368557,ES.v.0
2017-08-25 00:00:00+00:00,35,1,24842,2442.0,2453.5,2437.5,2442.25,1164561,ES.v.0
2017-08-27 00:00:00+00:00,35,1,24842,2442.0,2443.25,2437.5,2442.0,12476,ES.v.0
2017-08-28 00:00:00+00:00,35,1,24842,2441.75,2449.25,2423.0,2431.0,974029,ES.v.0
2017-08-29 00:00:00+00:00,35,1,24842,2431.0,2449.5,2421.0,2449.0,1530427,ES.v.0
2017-08-30 00:00:00+00:00,35,1,24842,2449.0,2459.75,2442.75,2457.5,1266199,ES.v.0
2017-08-31 00:00:00+00:00,35,1,24842,2457.5,2474.25,2456.75,2472.5,1672579,ES.v.0
2017-09-01 00:00:00+00:00,35,1,24842,2472.5,2479.75,2470.5,2473.75,1001015,ES.v.0
2017-09-03 00:00:00+00:00,35,1,24842,2461.25,2466.5,2460.25,2464.75,37614,ES.v.0
2017-09-04 00:00:00+00:00,35,1,24842,2465.0,2470.75,2462.0,2469.75,180929,ES.v.0
2017-09-05 00:00:00+00:00,35,1,24842,2469.75,2471.25,2445.5,2458.25,1849249,ES.v.0
2017-09-06 00:00:00+00:00,35,1,24842,2458.0,2469.0,2456.5,2461.5,1393677,ES.v.0
2017-09-07 00:00:00+00:00,35,1,24842,2461.25,2468.75,2459.5,2463.5,1051591,ES.v.0
2017-09-08 00:00:00+00:00,35,1,24842,2463.25,2466.5,2456.75,2462.5,549247,ES.v.0
2017-09-10 00:00:00+00:00,35,1,23936,2467.75,2471.5,2466.75,2468.0,13419,ES.v.0
2017-09-11 00:00:00+00:00,35,1,23936,2468.25,2487.25,2468.0,2486.75,967008,ES.v.0
2017-09-12 00:00:00+00:00,35,1,23936,2486.75,2495.5,2485.25,2494.5,990714,ES.v.0
2017-09-13 00:00:00+00:00,35,1,23936,2494.5,2495.5,2489.0,2492.25,970732,ES.v.0
2017-09-14 00:00:00+00:00,35,1,23936,2492.5,2496.25,2487.0,2488.0,1139054,ES.v.0
2017-09-15 00:00:00+00:00,35,1,23936,2487.75,2500.0,2487.5,2500.0,1261129,ES.v.0
2017-09-17 00:00:00+00:00,35,1,23936,2499.0,2501.0,2498.5,2500.75,10771,ES.v.0
2017-09-18 00:00:00+00:00,35,1,23936,2500.75,2506.0,2497.75,2502.75,1071424,ES.v.0
2017-09-19 00:00:00+00:00,35,1,23936,2502.75,2506.0,2501.0,2503.0,954660,ES.v.0
2017-09-20 00:00:00+00:00,35,1,23936,2503.0,2507.25,2494.0,2505.25,1212962,ES.v.0
2017-09-21 00:00:00+00:00,35,1,23936,2505.25,2505.75,2496.5,2499.5,1110322,ES.v.0
2017-09-22 00:00:00+00:00,35,1,23936,2499.5,2501.0,2492.0,2499.75,1000315,ES.v.0
2017-09-24 00:00:00+00:00,35,1,23936,2499.0,2504.5,2497.5,2503.25,16072,ES.v.0
2017-09-25 00:00:00+00:00,35,1,23936,2503.25,2504.0,2485.0,2496.75,1521574,ES.v.0
2017-09-26 00:00:00+00:00,35,1,23936,2496.5,2501.25,2492.25,2495.5,1131342,ES.v.0
2017-09-27 00:00:00+00:00,35,1,23936,2495.75,2509.25,2493.0,2503.0,1564248,ES.v.0
2017-09-28 00:00:00+00:00,35,1,23936,2503.0,2508.25,2499.0,2505.75,1097183,ES.v.0
2017-09-29 00:00:00+00:00,35,1,23936,2505.75,2517.75,2504.75,2517.75,1312736,ES.v.0
2017-10-01 00:00:00+00:00,35,1,23936,2518.0,2523.5,2517.0,2520.25,25809,ES.v.0
2017-10-02 00:00:00+00:00,35,1,23936,2520.25,2528.0,2517.5,2526.0,1091730,ES.v.0
2017-10-03 00:00:00+00:00,35,1,23936,2526.0,2533.5,2525.5,2531.25,835835,ES.v.0
2017-10-04 00:00:00+00:00,35,1,23936,2531.5,2538.0,2529.0,2535.5,940719,ES.v.0
2017-10-05 00:00:00+00:00,35,1,23936,2535.5,2550.75,2534.5,2548.75,1085157,ES.v.0
2017-10-06 00:00:00+00:00,35,1,23936,2548.75,2549.75,2541.5,2544.75,1128440,ES.v.0
2017-10-08 00:00:00+00:00,35,1,23936,2543.25,2546.75,2543.25,2546.25,8075,ES.v.0
2017-10-09 00:00:00+00:00,35,1,23936,2546.5,2550.5,2539.25,2543.75,713928,ES.v.0
2017-10-10 00:00:00+00:00,35,1,23936,2544.0,2553.25,2542.75,2548.75,1142009,ES.v.0
2017-10-11 00:00:00+00:00,35,1,23936,2548.5,2553.5,2544.25,2551.75,803994,ES.v.0
2017-10-12 00:00:00+00:00,35,1,23936,2551.75,2553.25,2546.25,2547.5,922780,ES.v.0
2017-10-13 00:00:00+00:00,35,1,23936,2547.75,2555.5,2547.0,2552.5,896650,ES.v.0
2017-10-15 00:00:00+00:00,35,1,23936,2552.25,2555.25,2552.25,2554.25,7850,ES.v.0
2017-10-16 00:00:00+00:00,35,1,23936,2554.25,2557.75,2550.75,2555.75,777796,ES.v.0
2017-10-17 00:00:00+00:00,35,1,23936,2555.5,2558.5,2552.25,2558.0,724063,ES.v.0
2017-10-18 00:00:00+00:00,35,1,23936,2558.25,2562.25,2556.75,2560.0,734386,ES.v.0
2017-10-19 00:00:00+00:00,35,1,23936,2560.0,2561.5,2542.5,2560.5,1345546,ES.v.0
2017-10-20 00:00:00+00:00,35,1,23936,2560.5,2574.5,2559.5,2573.5,1224222,ES.v.0
2017-10-22 00:00:00+00:00,35,1,23936,2572.75,2577.25,2572.5,2576.0,14897,ES.v.0
2017-10-23 00:00:00+00:00,35,1,23936,2576.0,2577.0,2561.5,2564.25,1204818,ES.v.0
2017-10-24 00:00:00+00:00,35,1,23936,2564.25,2570.25,2562.5,2564.75,1029290,ES.v.0
2017-10-25 00:00:00+00:00,35,1,23936,2564.5,2566.25,2541.5,2558.0,2083658,ES.v.0
2017-10-26 00:00:00+00:00,35,1,23936,2557.75,2565.0,2555.5,2561.5,1352079,ES.v.0
2017-10-27 00:00:00+00:00,35,1,23936,2561.5,2580.75,2557.5,2577.25,1532524,ES.v.0
2017-10-29 00:00:00+00:00,35,1,23936,2575.5,2578.25,2574.25,2574.5,13696,ES.v.0
2017-10-30 00:00:00+00:00,35,1,23936,2574.5,2577.5,2565.5,2567.25,1179903,ES.v.0
2017-10-31 00:00:00+00:00,35,1,23936,2567.25,2575.5,2566.75,2572.75,1023465,ES.v.0
2017-11-01 00:00:00+00:00,35,1,23936,2573.0,2585.5,2571.5,2573.5,1265683,ES.v.0
2017-11-02 00:00:00+00:00,35,1,23936,2573.5,2578.75,2562.25,2578.5,1256235,ES.v.0
2017-11-03 00:00:00+00:00,35,1,23936,2578.5,2585.5,2573.5,2581.25,965202,ES.v.0
2017-11-05 00:00:00+00:00,35,1,23936,2580.0,2584.5,2580.0,2583.25,9483,ES.v.0
2017-11-06 00:00:00+00:00,35,1,23936,2583.0,2590.0,2575.5,2588.25,821733,ES.v.0
2017-11-07 00:00:00+00:00,35,1,23936,2588.0,2593.5,2579.75,2580.75,1160411,ES.v.0
2017-11-08 00:00:00+00:00,35,1,23936,2580.75,2592.5,2580.0,2591.0,1022906,ES.v.0
2017-11-09 00:00:00+00:00,35,1,23936,2591.0,2594.5,2563.25,2581.75,2200857,ES.v.0
2017-11-10 00:00:00+00:00,35,1,23936,2581.75,2585.75,2571.5,2579.0,1168008,ES.v.0
2017-11-12 00:00:00+00:00,35,1,23936,2580.25,2584.0,2579.75,2583.75,7502,ES.v.0
2017-11-13 00:00:00+00:00,35,1,23936,2583.75,2585.5,2570.25,2579.5,1039546,ES.v.0
2017-11-14 00:00:00+00:00,35,1,23936,2579.5,2582.25,2564.25,2575.0,1568770,ES.v.0
2017-11-15 00:00:00+00:00,35,1,23936,2575.0,2575.25,2555.5,2563.75,1900683,ES.v.0
2017-11-16 00:00:00+00:00,35,1,23936,2563.75,2589.5,2563.25,2585.25,1496836,ES.v.0
2017-11-17 00:00:00+00:00,35,1,23936,2585.25,2585.75,2574.75,2575.75,1157137,ES.v.0
2017-11-19 00:00:00+00:00,35,1,23936,2576.0,2578.75,2573.5,2576.25,12553,ES.v.0
2017-11-20 00:00:00+00:00,35,1,23936,2576.25,2584.0,2567.75,2580.75,974030,ES.v.0
2017-11-21 00:00:00+00:00,35,1,23936,2580.75,2600.5,2579.25,2596.5,1112876,ES.v.0
2017-11-22 00:00:00+00:00,35,1,23936,2596.25,2600.0,2592.75,2594.25,737893,ES.v.0
2017-11-23 00:00:00+00:00,35,1,23936,2594.25,2598.0,2589.5,2595.25,122817,ES.v.0
2017-11-24 00:00:00+00:00,35,1,23936,2595.25,2603.0,2595.0,2601.5,409517,ES.v.0
2017-11-26 00:00:00+00:00,35,1,23936,2601.0,2603.5,2600.75,2602.25,9800,ES.v.0
2017-11-27 00:00:00+00:00,35,1,23936,2602.25,2605.5,2596.5,2599.75,908016,ES.v.0
2017-11-28 00:00:00+00:00,35,1,23936,2599.75,2627.0,2597.5,2624.75,1512232,ES.v.0
2017-11-29 00:00:00+00:00,35,1,23936,2624.75,2634.25,2619.75,2624.0,1615602,ES.v.0
2017-11-30 00:00:00+00:00,35,1,23936,2624.25,2658.5,2621.75,2641.75,2268723,ES.v.0
2017-12-01 00:00:00+00:00,35,1,23936,2642.0,2650.75,2605.0,2642.75,2428748,ES.v.0
2017-12-03 00:00:00+00:00,35,1,23936,2654.5,2663.25,2654.0,2659.0,37328,ES.v.0
2017-12-04 00:00:00+00:00,35,1,23936,2658.75,2665.25,2633.75,2638.0,1659243,ES.v.0
2017-12-05 00:00:00+00:00,35,1,23936,2638.0,2648.75,2626.75,2629.75,1221178,ES.v.0
2017-12-06 00:00:00+00:00,35,1,23936,2629.5,2634.5,2620.0,2632.0,1036539,ES.v.0
2017-12-07 00:00:00+00:00,35,1,23936,2631.75,2641.25,2626.25,2641.25,860015,ES.v.0
2017-12-08 00:00:00+00:00,35,1,23936,2641.0,2652.5,2637.75,2651.75,467503,ES.v.0
2017-12-10 00:00:00+00:00,35,1,21168,2655.0,2657.75,2654.0,2656.25,9382,ES.v.0
2017-12-11 00:00:00+00:00,35,1,21168,2656.25,2667.75,2652.25,2665.5,712530,ES.v.0
2017-12-12 00:00:00+00:00,35,1,21168,2665.5,2673.0,2663.25,2665.0,900135,ES.v.0
2017-12-13 00:00:00+00:00,35,1,21168,2664.75,2675.5,2659.25,2669.5,1037994,ES.v.0
2017-12-14 00:00:00+00:00,35,1,21168,2669.5,2673.5,2651.75,2654.25,1193205,ES.v.0
2017-12-15 00:00:00+00:00,35,1,21168,2654.25,2683.25,2653.0,2683.0,1337876,ES.v.0
2017-12-17 00:00:00+00:00,35,1,21168,2683.0,2686.75,2682.5,2686.0,12956,ES.v.0
2017-12-18 00:00:00+00:00,35,1,21168,2686.25,2698.0,2684.5,2695.25,997726,ES.v.0
2017-12-19 00:00:00+00:00,35,1,21168,2695.5,2698.0,2682.5,2687.75,965950,ES.v.0
2017-12-20 00:00:00+00:00,35,1,21168,2687.75,2695.5,2679.0,2683.0,931679,ES.v.0
2017-12-21 00:00:00+00:00,35,1,21168,2683.0,2696.0,2680.75,2689.25,810480,ES.v.0
2017-12-22 00:00:00+00:00,35,1,21168,2689.25,2691.5,2682.25,2687.0,581607,ES.v.0
2017-12-25 00:00:00+00:00,35,1,21168,2686.75,2689.5,2686.5,2688.25,4279,ES.v.0
2017-12-26 00:00:00+00:00,35,1,21168,2688.5,2688.75,2683.5,2688.0,358287,ES.v.0
2017-12-27 00:00:00+00:00,35,1,21168,2688.25,2691.0,2681.5,2685.75,626012,ES.v.0
2017-12-28 00:00:00+00:00,35,1,21168,2685.75,2689.0,2683.0,2686.5,519256,ES.v.0
2017-12-29 00:00:00+00:00,35,1,21168,2686.5,2698.25,2667.75,2668.25,1043271,ES.v.0
2018-01-01 00:00:00+00:00,35,1,21168,2675.25,2681.0,2674.5,2680.75,16395,ES.v.0
2018-01-02 00:00:00+00:00,35,1,21168,2680.75,2696.0,2675.25,2693.75,955725,ES.v.0
2018-01-03 00:00:00+00:00,35,1,21168,2693.75,2714.25,2693.5,2710.5,1079323,ES.v.0
2018-01-04 00:00:00+00:00,35,1,21168,2710.5,2729.0,2708.5,2725.5,1138037,ES.v.0
2018-01-05 00:00:00+00:00,35,1,21168,2725.75,2743.25,2723.75,2742.5,1080981,ES.v.0
2018-01-07 00:00:00+00:00,35,1,21168,2741.75,2747.75,2741.75,2745.75,17529,ES.v.0
2018-01-08 00:00:00+00:00,35,1,21168,2745.75,2748.5,2736.5,2748.0,854620,ES.v.0
2018-01-09 00:00:00+00:00,35,1,21168,2748.0,2760.0,2742.75,2751.5,1116791,ES.v.0
2018-01-10 00:00:00+00:00,35,1,21168,2751.5,2752.0,2736.5,2750.75,1252541,ES.v.0
2018-01-11 00:00:00+00:00,35,1,21168,2750.75,2770.5,2747.75,2768.75,999416,ES.v.0
2018-01-12 00:00:00+00:00,35,1,21168,2768.5,2790.0,2766.75,2789.25,1282902,ES.v.0
2018-01-14 00:00:00+00:00,35,1,21168,2789.75,2795.75,2789.75,2795.5,12591,ES.v.0
2018-01-15 00:00:00+00:00,35,1,21168,2795.5,2797.5,2790.75,2793.75,147660,ES.v.0
2018-01-16 00:00:00+00:00,35,1,21168,2793.75,2808.5,2769.25,2781.0,1775749,ES.v.0
2018-01-17 00:00:00+00:00,35,1,21168,2781.25,2809.5,2780.5,2806.25,1437055,ES.v.0
2018-01-18 00:00:00+00:00,35,1,21168,2806.0,2808.0,2793.75,2799.0,1216616,ES.v.0
2018-01-19 00:00:00+00:00,35,1,21168,2798.75,2815.0,2791.75,2812.75,1274812,ES.v.0
2018-01-21 00:00:00+00:00,35,1,21168,2804.0,2809.25,2802.0,2807.5,16052,ES.v.0
2018-01-22 00:00:00+00:00,35,1,21168,2807.5,2838.25,2805.75,2835.0,1083119,ES.v.0
2018-01-23 00:00:00+00:00,35,1,21168,2835.0,2844.75,2828.75,2838.75,1195637,ES.v.0
2018-01-24 00:00:00+00:00,35,1,21168,2838.5,2855.25,2825.5,2837.25,1759097,ES.v.0
2018-01-25 00:00:00+00:00,35,1,21168,2837.25,2853.75,2830.75,2843.25,1349144,ES.v.0
2018-01-26 00:00:00+00:00,35,1,21168,2843.5,2876.0,2842.25,2874.75,1195654,ES.v.0
2018-01-28 00:00:00+00:00,35,1,21168,2874.25,2877.25,2873.5,2876.75,14375,ES.v.0
2018-01-29 00:00:00+00:00,35,1,21168,2877.0,2878.5,2851.5,2857.0,1336995,ES.v.0
2018-01-30 00:00:00+00:00,35,1,21168,2856.75,2858.0,2818.5,2824.0,2036498,ES.v.0
2018-01-31 00:00:00+00:00,35,1,21168,2824.25,2839.75,2813.0,2832.25,1751488,ES.v.0
2018-02-01 00:00:00+00:00,35,1,21168,2832.25,2837.25,2809.5,2827.5,1593676,ES.v.0
2018-02-02 00:00:00+00:00,35,1,21168,2827.5,2828.5,2755.25,2757.25,2409641,ES.v.0
2018-02-04 00:00:00+00:00,35,1,21168,2757.0,2757.0,2733.0,2740.75,70291,ES.v.0
2018-02-05 00:00:00+00:00,35,1,21168,2741.0,2763.0,2595.75,2620.25,3906963,ES.v.0
2018-02-06 00:00:00+00:00,35,1,21168,2620.0,2699.75,2529.0,2687.5,4641868,ES.v.0
2018-02-07 00:00:00+00:00,35,1,21168,2687.75,2726.75,2645.25,2647.25,2419367,ES.v.0
2018-02-08 00:00:00+00:00,35,1,21168,2647.25,2686.5,2577.0,2588.25,3047822,ES.v.0
2018-02-09 00:00:00+00:00,35,1,21168,2588.75,2637.75,2530.25,2621.5,3760700,ES.v.0
2018-02-11 00:00:00+00:00,35,1,21168,2628.25,2634.5,2623.0,2634.25,26948,ES.v.0
2018-02-12 00:00:00+00:00,35,1,21168,2634.25,2671.5,2620.0,2652.0,2085039,ES.v.0
2018-02-13 00:00:00+00:00,35,1,21168,2652.0,2667.5,2634.25,2664.75,1418486,ES.v.0
2018-02-14 00:00:00+00:00,35,1,21168,2664.75,2701.75,2627.0,2695.5,2015377,ES.v.0
2018-02-15 00:00:00+00:00,35,1,21168,2695.25,2737.5,2688.5,2736.75,1603261,ES.v.0
2018-02-16 00:00:00+00:00,35,1,21168,2736.5,2754.75,2722.25,2736.25,1657778,ES.v.0
2018-02-18 00:00:00+00:00,35,1,21168,2734.5,2741.0,2734.0,2740.25,6706,ES.v.0
2018-02-19 00:00:00+00:00,35,1,21168,2740.25,2747.75,2719.5,2731.0,182700,ES.v.0
2018-02-20 00:00:00+00:00,35,1,21168,2731.25,2737.75,2705.75,2719.0,1221780,ES.v.0
2018-02-21 00:00:00+00:00,35,1,21168,2719.0,2747.75,2690.0,2691.25,1570971,ES.v.0
2018-02-22 00:00:00+00:00,35,1,21168,2691.25,2731.0,2682.0,2713.0,1559692,ES.v.0
2018-02-23 00:00:00+00:00,35,1,21168,2712.75,2750.25,2710.0,2746.0,1188105,ES.v.0
2018-02-25 00:00:00+00:00,35,1,21168,2751.5,2754.75,2749.25,2752.25,11666,ES.v.0
2018-02-26 00:00:00+00:00,35,1,21168,2752.0,2786.0,2742.5,2783.75,1190045,ES.v.0
2018-02-27 00:00:00+00:00,35,1,21168,2783.75,2789.75,2742.0,2752.75,1673024,ES.v.0
2018-02-28 00:00:00+00:00,35,1,21168,2752.75,2762.0,2712.0,2719.25,1752394,ES.v.0
2018-03-01 00:00:00+00:00,35,1,21168,2719.25,2731.0,2658.5,2681.0,2728067,ES.v.0
2018-03-02 00:00:00+00:00,35,1,21168,2681.0,2696.0,2647.0,2690.5,2089515,ES.v.0
2018-03-04 00:00:00+00:00,35,1,21168,2683.25,2685.0,2674.25,2681.25,24329,ES.v.0
2018-03-05 00:00:00+00:00,35,1,21168,2681.25,2727.75,2663.75,2718.25,1690026,ES.v.0
2018-03-06 00:00:00+00:00,35,1,21168,2718.5,2734.5,2690.0,2693.0,1393032,ES.v.0
2018-03-07 00:00:00+00:00,35,1,21168,2693.0,2730.25,2681.25,2722.25,1589169,ES.v.0
2018-03-08 00:00:00+00:00,35,1,21168,2722.25,2742.75,2720.0,2738.5,1093167,ES.v.0
2018-03-09 00:00:00+00:00,35,1,21168,2738.5,2787.0,2730.0,2783.5,848243,ES.v.0
2018-03-11 00:00:00+00:00,35,1,21168,2784.0,2793.5,2783.5,2791.0,9616,ES.v.0
2018-03-12 00:00:00+00:00,35,1,21168,2791.25,2800.5,2779.0,2782.75,437687,ES.v.0
2018-03-13 00:00:00+00:00,35,1,23252,2787.75,2807.25,2762.25,2768.25,1470527,ES.v.0
2018-03-14 00:00:00+00:00,35,1,23252,2768.25,2783.5,2748.25,2756.5,1483792,ES.v.0
2018-03-15 00:00:00+00:00,35,1,23252,2756.5,2767.25,2745.0,2758.75,1173956,ES.v.0
